listingPrice,zestimate,saleLikelihood,avgPriceChange,propertyTaxRate,propertyTaxRateEncoded,arm5BucketRate,favoriteCount,pageViewCount,daysOnMarket,hoaFee,yearBuilt,homeType,bedrooms,bathroomsFloat,parkingCapacity,avgSchoolRating,hasHeating,hasGarage,zipcode,zipcodeEncoded,latitude,longitude,zestimatePriceAvg
1799000.0,1760449.0,0.77,-0.032,0.88,1,6,9.0,171.0,31.0,2369.0,1988.0,1,2.0,3.0,0.0,6.0,0,0,10017.0,124,40.753082,-73.97069,1779724.5
1799000.0,1682200.0,0.08,0.1279,0.84,4,6,1.0,95.0,332.0,0.0,1965.0,1,9.0,5.0,0.0,5.0,0,0,11368.0,24,40.741627,-73.851944,1740600.0
1800000.0,1744709.0,0.73,2.6014,0.65,4,6,1.0,118.0,2.0,0.0,1910.0,1,4.0,2.0,0.0,7.0,1,0,11232.0,4,40.661716,-73.998116,1772354.5
1799999.0,1688274.0,0.0,0.0,0.84,4,6,4.0,246.0,248.0,0.0,1928.0,1,12.0,6.0,0.0,6.0,0,0,11103.0,4,40.75923,-73.90849,1744136.5
1799000.0,1727039.0,0.71,0.0437,0.65,5,6,22.0,871.0,38.0,0.0,1925.0,4,3.0,2.0,2.0,8.0,0,0,11209.0,68,40.62249,-74.03974,1763019.5
1799999.0,1753167.0,0.66,29.3354,0.65,1,6,2.0,72.0,40.0,0.0,1925.0,3,8.0,3.0,0.0,5.0,0,0,11207.0,115,40.682102,-73.90948,1776583.0
1799500.0,1778329.0,0.85,0.0172,0.65,4,6,39.0,914.0,32.0,0.0,1899.0,1,4.0,2.0,0.0,5.0,0,0,11215.0,38,40.669724,-73.99145,1788914.5
1799000.0,1769508.0,0.32,-0.0088,0.88,0,6,12.0,326.0,65.0,1413.0,1913.0,2,2.0,2.0,0.0,10.0,0,0,10023.0,29,40.77785,-73.97908,1784254.0
1795000.0,1742205.0,0.94,0.0451,0.88,4,6,5.0,150.0,3.0,945.0,1926.0,1,1.0,2.0,0.0,5.0,0,0,10001.0,16,40.74697,-73.99323,1768602.5
1789000.0,1690972.0,0.72,0.0851,0.65,0,6,5.0,174.0,15.0,1263.0,2005.0,2,3.0,3.0,0.0,5.0,1,0,11235.0,12,40.576725,-73.9584,1739986.0
1790000.0,1671781.0,0.16,0.0073,0.65,1,6,27.0,611.0,201.0,0.0,1910.0,4,6.0,5.0,0.0,4.0,0,0,11216.0,118,40.67593,-73.95192,1730890.5
1788000.0,1709836.0,0.91,1.1569,0.65,4,6,7.0,230.0,2.0,0.0,1910.0,0,7.0,3.0,0.0,8.0,0,0,11228.0,23,40.62796,-74.01651,1748918.0
1799000.0,1763725.0,0.81,0.0234,0.88,2,6,22.0,477.0,37.0,2031.0,1900.0,4,2.0,2.0,0.0,6.0,1,0,10038.0,137,40.710217,-74.00807,1781362.5
1799000.0,1753900.0,0.24,0.0292,0.88,4,6,7.0,130.0,264.0,1630.0,2007.0,1,2.0,2.0,0.0,6.0,0,0,10023.0,16,40.771797,-73.989914,1776450.0
1795000.0,1749309.0,0.3,0.1696,0.88,1,6,31.0,558.0,129.0,574.0,1987.0,3,2.0,1.0,0.0,7.0,1,1,10012.0,117,40.723854,-73.99394,1772154.5
1799000.0,1649738.0,0.21,-0.048,0.84,0,6,7.0,291.0,72.0,0.0,1920.0,2,5.0,4.0,0.0,6.0,0,0,11358.0,95,40.757694,-73.803116,1724369.0
1790000.0,1676873.0,0.81,0.0453,0.84,4,6,24.0,574.0,16.0,0.0,1960.0,1,6.0,3.0,2.0,7.0,0,0,11358.0,41,40.751286,-73.78527,1733436.5
1799000.0,1741936.0,0.84,-0.0232,0.88,1,6,17.0,244.0,16.0,2315.0,1987.0,3,3.0,3.0,0.0,6.0,0,0,10280.0,126,40.708324,-74.01654,1770468.0
1799000.0,2100900.0,0.43,0.41,0.84,2,6,27.0,875.0,65.0,0.0,1935.0,3,6.0,5.0,0.0,6.0,0,0,11373.0,89,40.737083,-73.87254,1949950.0
1790000.0,1665900.0,0.82,16.4044,0.84,4,6,34.0,1512.0,25.0,0.0,1950.0,1,4.0,3.0,0.0,7.0,0,0,11375.0,21,40.714336,-73.85146,1727950.0
1799000.0,1705200.0,0.66,5.9257,0.65,4,6,4.0,310.0,40.0,0.0,1920.0,1,6.0,4.0,2.0,8.0,0,0,11209.0,41,40.62564,-74.02346,1752100.0
1799000.0,1727986.0,0.16,-0.0325,0.65,1,6,10.0,503.0,68.0,0.0,1925.0,3,6.0,2.0,0.0,7.0,0,0,11220.0,117,40.635796,-74.00745,1763493.0
1799000.0,1686300.0,0.03,-0.012,0.84,0,6,1.0,69.0,331.0,0.0,1916.0,2,4.0,7.0,0.0,6.0,0,0,11373.0,18,40.742004,-73.87385,1742650.0
1790000.0,1733222.0,0.12,0.0112,0.88,4,6,1.0,61.0,81.0,1449.0,2008.0,1,2.0,2.0,0.0,6.0,1,0,10005.0,16,40.705193,-74.007904,1761611.0
1788000.0,1682824.0,0.35,-0.0156,0.65,2,11,17.0,584.0,282.0,0.0,1970.0,4,5.0,4.0,0.0,7.0,0,0,11228.0,149,40.616825,-74.0164,1735412.0
1800000.0,1744500.0,0.62,0.008,0.0,0,11,10.0,172.0,50.0,3848.0,1950.0,2,2.0,2.0,0.0,7.0,0,0,10065.0,19,40.76947,-73.96872,1772250.0
1790000.0,1676000.0,0.02,-0.0238,0.84,0,11,0.0,33.0,172.0,0.0,1985.0,2,6.0,6.0,0.0,7.0,0,0,11355.0,18,40.74355,-73.83167,1733000.0
1799000.0,1799000.0,0.66,-0.0138,0.65,0,11,31.0,1317.0,49.0,0.0,1901.0,2,4.0,1.0,0.0,5.0,0,0,11231.0,40,40.677834,-73.99147,1799000.0
1799000.0,1788949.0,0.08,0.2827,0.65,0,11,12.0,276.0,115.0,0.0,1920.0,2,1.0,1.0,0.0,4.0,1,0,11238.0,24,40.67565,-73.95591,1793974.5
1790000.0,1691029.0,0.25,0.9445,0.65,4,11,6.0,219.0,216.0,0.0,1920.0,1,3.0,3.0,2.0,6.0,0,0,11223.0,1,40.59692,-73.97407,1740514.5
1799000.0,1767146.0,0.65,16818.316,0.65,4,11,1.0,79.0,39.0,0.0,1899.0,1,9.0,3.0,0.0,3.0,0,0,11221.0,8,40.687885,-73.92751,1783073.0
1799000.0,1665740.0,0.67,0.0,0.65,5,11,12.0,409.0,44.0,0.0,1899.0,3,6.0,3.0,5.0,5.0,1,0,11220.0,62,40.64386,-74.00931,1732370.0
1800000.0,1714700.0,0.63,0.0412,0.84,0,11,10.0,338.0,43.0,0.0,1928.0,2,5.0,6.0,0.0,6.0,0,0,11106.0,18,40.7641,-73.93012,1757350.0
1795000.0,1746208.0,0.94,-0.0127,0.88,2,11,25.0,305.0,8.0,995.0,2017.0,3,2.0,2.0,0.0,4.0,0,0,10026.0,140,40.8008,-73.9585,1770604.0
1795000.0,1677934.0,0.77,0.229,0.65,4,11,24.0,426.0,3.0,0.0,1925.0,1,6.0,4.0,0.0,5.0,0,0,11210.0,16,40.634655,-73.95543,1736467.0
1790000.0,1661586.0,0.63,-0.0109,0.84,4,11,11.0,646.0,45.0,0.0,1950.0,1,8.0,3.0,2.0,6.0,0,0,11358.0,13,40.76239,-73.80229,1725793.0
1795000.0,1733369.0,0.27,0.0762,0.65,0,11,28.0,694.0,199.0,0.0,1901.0,2,6.0,6.0,0.0,4.0,0,0,11205.0,92,40.694813,-73.9675,1764184.5
1790000.0,1731418.0,0.27,0.0054,0.88,4,11,1.0,127.0,277.0,1022.0,2018.0,1,0.0,1.0,0.0,6.0,0,0,10007.0,9,40.71541,-74.01259,1760709.0
1795000.0,1737096.0,0.07,0.0,0.65,0,11,10.0,293.0,151.0,0.0,1905.0,2,3.0,2.0,0.0,6.0,0,0,11232.0,20,40.65778,-73.99913,1766048.0
1798000.0,1704265.0,0.06,-0.0003,0.87,0,11,19.0,704.0,130.0,0.0,2004.0,2,5.0,5.0,2.0,7.0,0,0,10312.0,20,40.546627,-74.18785,1751132.5
1795000.0,1742205.0,0.39,0.0289,0.0,2,11,5.0,362.0,289.0,3198.0,1964.0,3,2.0,2.0,0.0,7.0,1,1,10075.0,150,40.773426,-73.95764,1768602.5
1800000.0,1676700.0,0.02,-0.0333,0.84,0,11,1.0,39.0,289.0,0.0,1930.0,2,4.0,2.0,0.0,6.0,0,0,11358.0,24,40.759407,-73.804405,1738350.0
1795000.0,1717795.0,0.16,-0.0076,0.88,4,11,2.0,99.0,278.0,1210.0,1978.0,1,2.0,2.0,0.0,5.0,0,0,10019.0,19,40.7668,-73.9842,1756397.5
1785000.0,1749300.0,0.94,0.0858,0.88,2,11,70.0,1264.0,27.0,3119.0,1963.0,3,3.0,3.0,0.0,6.0,1,1,10128.0,156,40.778786,-73.94733,1767150.0
1790000.0,1640833.0,0.97,0.0,0.84,4,11,82.0,874.0,10.0,0.0,1970.0,1,7.0,5.0,0.0,6.0,0,0,11358.0,2,40.7591,-73.80256,1715416.5
1750000.0,1679999.0,0.01,1.1193,0.84,2,11,8.0,232.0,275.0,0.0,1910.0,3,9.0,3.0,0.0,5.0,0,0,11385.0,159,40.711758,-73.91935,1714999.5
1790000.0,1678300.0,0.17,0.5026,0.84,4,11,4.0,246.0,191.0,0.0,2000.0,1,8.0,5.0,0.0,6.0,0,0,11377.0,39,40.739395,-73.905785,1734150.0
1785000.0,1730673.0,0.21,-0.0106,0.88,1,11,4.0,63.0,101.0,1576.0,2020.0,1,2.0,2.0,0.0,5.0,0,0,10036.0,128,40.761383,-73.994644,1757836.5
1795000.0,1755111.0,0.19,0.3176,0.88,1,11,2.0,46.0,192.0,1193.0,2006.0,3,2.0,2.0,0.0,2.0,1,0,10069.0,93,40.77505,-73.989944,1775055.5
1788000.0,1714013.0,0.1,0.0,0.65,0,11,5.0,377.0,185.0,0.0,1930.0,2,7.0,4.0,0.0,6.0,0,0,11204.0,21,40.614483,-73.989685,1751006.5
1788888.0,1664081.0,0.67,35777.4964,0.84,4,11,3.0,293.0,4.0,0.0,2001.0,1,9.0,6.0,0.0,7.0,0,0,11354.0,1,40.764996,-73.83024,1726484.5
1790000.0,1700499.0,0.82,0.0,0.65,1,11,94.0,2234.0,3.0,0.0,1925.0,1,6.0,2.0,0.0,7.0,1,0,11228.0,92,40.625896,-74.0095,1745249.5
1795000.0,1761273.0,0.85,0.0206,0.65,2,11,36.0,493.0,17.0,1030.0,1915.0,3,2.0,2.0,0.0,5.0,1,1,11249.0,131,40.71844,-73.96388,1778136.5
1785000.0,1724329.0,0.2,-0.0415,0.88,4,11,8.0,81.0,171.0,1639.0,2008.0,1,2.0,2.0,0.0,6.0,0,0,10005.0,9,40.705273,-74.01023,1754664.5
1795000.0,1749300.0,0.66,0.1365,0.0,2,11,3.0,122.0,37.0,3025.0,1926.0,3,2.0,2.0,0.0,3.0,1,1,10025.0,131,40.792976,-73.974365,1772150.0
1795000.0,1739638.0,0.79,0.0084,0.88,2,11,21.0,449.0,25.0,1231.0,2006.0,4,2.0,2.0,0.0,5.0,1,1,10011.0,138,40.749,-74.006,1767319.0
1798000.0,1728193.0,0.26,-0.0268,0.65,1,11,16.0,515.0,71.0,0.0,1931.0,3,7.0,4.0,0.0,6.0,0,0,11214.0,94,40.61238,-73.9979,1763096.5
1795000.0,1695766.0,0.75,0.0284,0.84,4,11,5.0,188.0,2.0,0.0,1930.0,1,6.0,4.0,0.0,5.0,0,0,11385.0,22,40.700504,-73.904045,1745383.0
1750000.0,1686630.0,0.88,0.0,0.65,0,11,24.0,597.0,17.0,0.0,1901.0,2,7.0,3.0,0.0,4.0,0,0,11213.0,3,40.667336,-73.94826,1718315.0
1798000.0,1708600.0,0.5,0.0418,0.84,1,11,24.0,552.0,309.0,1273.0,1920.0,4,2.0,2.0,0.0,6.0,1,0,11101.0,123,40.746037,-73.941895,1753300.0
1795000.0,1795001.0,0.57,-0.0718,0.65,2,11,91.0,1194.0,65.0,575.0,2022.0,4,3.0,3.0,0.0,6.0,1,1,11249.0,134,40.71271,-73.96447,1795000.5
1795000.0,1738063.0,0.62,0.0359,0.88,2,11,6.0,268.0,52.0,1363.0,2014.0,4,2.0,2.0,0.0,4.0,1,1,10009.0,166,40.72348,-73.97686,1766531.5
1810000.0,1755944.0,0.14,-0.0084,0.88,4,11,5.0,60.0,101.0,1576.0,2020.0,1,2.0,2.0,0.0,5.0,0,0,10036.0,7,40.761383,-73.994644,1782972.0
1750000.0,1721311.0,0.81,0.0928,0.88,4,11,18.0,293.0,31.0,1701.0,1997.0,1,2.0,2.0,0.0,2.0,0,0,10069.0,2,40.77899,-73.987656,1735655.5
1750000.0,1750001.0,0.5,0.2908,0.65,4,11,32.0,1258.0,115.0,1415.0,2007.0,1,2.0,2.0,0.0,4.0,1,0,11249.0,10,40.720238,-73.95646,1750000.5
1825000.0,1322200.0,0.03,0.3873,0.84,4,11,3.0,103.0,642.0,0.0,1920.0,1,7.0,3.0,8.0,5.0,0,0,11373.0,24,40.744156,-73.87342,1573600.0
1750000.0,1705454.0,0.18,0.1266,0.88,1,11,14.0,200.0,159.0,1334.0,2005.0,3,2.0,2.0,0.0,5.0,0,0,10019.0,124,40.76376,-73.98599,1727727.0
1750000.0,1634422.0,0.29,1.2885,0.65,0,11,18.0,340.0,256.0,0.0,1910.0,2,5.0,4.0,0.0,7.0,1,0,11213.0,0,40.671833,-73.94146,1692211.0
1750000.0,1702100.0,0.2,0.0281,0.0,4,11,7.0,111.0,73.0,8614.0,1927.0,1,2.0,2.0,0.0,7.0,0,0,10065.0,38,40.765144,-73.967766,1726050.0
1750000.0,1693999.0,0.13,0.0272,0.88,0,11,1.0,52.0,172.0,885.0,2006.0,2,1.0,1.0,0.0,5.0,0,0,10011.0,21,40.744007,-73.9924,1721999.5
1750000.0,1714824.0,0.98,0.0914,0.88,4,11,38.0,409.0,10.0,1203.0,1900.0,1,0.0,1.0,0.0,6.0,0,0,10038.0,20,40.708813,-74.001335,1732412.0
1750000.0,1703947.0,0.04,0.0584,0.88,4,11,8.0,100.0,74.0,1539.0,1986.0,1,2.0,2.0,0.0,7.0,0,0,10022.0,18,40.75841,-73.96166,1726973.5
1750000.0,1706250.0,0.39,0.0166,0.88,4,11,4.0,96.0,130.0,1590.0,1951.0,1,1.0,1.0,1.0,7.0,0,0,10065.0,5,40.76544,-73.96324,1728125.0
1750000.0,1246400.0,0.08,0.0869,0.65,1,11,2.0,141.0,885.0,900.0,1999.0,3,3.0,3.0,0.0,5.0,0,0,11235.0,94,40.57567,-73.95905,1498200.0
1795000.0,1727687.0,0.03,47115.3253,0.88,4,11,1.0,30.0,258.0,1660.0,2005.0,1,1.0,2.0,0.0,7.0,1,0,10028.0,16,40.77406,-73.94901,1761343.5
1825000.0,1767111.0,0.13,6759.2006,0.88,4,11,5.0,113.0,124.0,1575.0,2008.0,1,2.0,2.0,1.0,6.0,0,0,10005.0,17,40.705193,-74.007904,1796055.5
1795000.0,1739993.0,0.21,0.0141,0.88,1,11,17.0,143.0,118.0,1639.0,2008.0,4,2.0,2.0,0.0,6.0,1,0,10005.0,117,40.705273,-74.01023,1767496.5
1750000.0,1605238.0,0.22,52.6401,0.95,1,11,14.0,744.0,62.0,0.0,1925.0,1,3.0,4.0,0.0,7.0,0,0,10463.0,101,40.881294,-73.914536,1677619.0
1750000.0,1665865.0,0.87,0.5133,0.65,1,11,35.0,465.0,10.0,0.0,1925.0,3,6.0,3.0,0.0,7.0,0,0,11225.0,100,40.65857,-73.95068,1707932.5
1795000.0,1742205.0,0.37,0.2545,0.88,2,11,15.0,202.0,170.0,1901.0,1987.0,3,2.0,2.0,0.0,7.0,0,0,10065.0,87,40.763977,-73.96146,1768602.5
1750000.0,1712499.0,0.6,0.3896,0.0,1,11,18.0,659.0,84.0,1206.0,1939.0,3,2.0,2.0,0.0,6.0,1,0,10033.0,100,40.852135,-73.940765,1731249.5
1795000.0,1749309.0,0.09,0.3391,0.88,4,11,5.0,57.0,81.0,1664.0,1982.0,0,1.0,2.0,0.0,5.0,0,0,10019.0,12,40.761375,-73.97749,1772154.5
1750000.0,1718181.0,0.91,0.0394,0.0,4,11,58.0,772.0,32.0,1301.0,1900.0,1,1.0,2.0,0.0,6.0,0,0,10014.0,13,40.73905,-74.00671,1734090.5
1750000.0,1671421.0,0.14,0.1366,0.65,0,11,13.0,405.0,102.0,0.0,1920.0,2,4.0,5.0,0.0,6.0,0,0,11229.0,18,40.612373,-73.94735,1710710.5
1750000.0,1724264.0,0.49,-0.048,0.65,2,11,54.0,2073.0,160.0,0.0,1901.0,3,4.0,2.0,0.0,5.0,0,0,11211.0,134,40.713326,-73.945656,1737132.0
1800000.0,1759585.0,0.84,-0.0084,0.88,2,11,33.0,664.0,29.0,0.0,1910.0,3,0.0,3.0,0.0,3.0,1,0,10027.0,150,40.81186,-73.94401,1779792.5
1750000.0,1619800.0,0.93,0.83,0.84,4,11,9.0,448.0,11.0,0.0,1955.0,3,4.0,5.0,0.0,8.0,0,0,11362.0,26,40.76655,-73.730705,1684900.0
1750000.0,1695312.0,0.33,-0.0164,0.88,1,11,11.0,341.0,160.0,2185.0,1982.0,3,2.0,3.0,0.0,5.0,0,0,10019.0,122,40.76378,-73.97857,1722656.0
1750000.0,1662603.0,0.23,0.1756,0.65,4,11,13.0,663.0,167.0,0.0,1930.0,1,7.0,4.0,2.0,7.0,0,0,11228.0,42,40.624348,-74.00844,1706301.5
1800000.0,1875200.0,0.6,-0.0263,0.0,4,11,64.0,1207.0,54.0,2122.0,1905.0,1,3.0,2.0,0.0,8.0,0,0,11205.0,32,40.689774,-73.967735,1837600.0
1750000.0,1712499.0,0.13,0.1154,0.88,0,11,7.0,66.0,145.0,1322.0,1924.0,2,2.0,2.0,0.0,6.0,1,0,10128.0,19,40.78708,-73.95307,1731249.5
1800000.0,1729090.0,0.03,0.0,0.65,0,11,3.0,151.0,277.0,0.0,1931.0,2,12.0,6.0,0.0,5.0,0,0,11237.0,43,40.704597,-73.91573,1764545.0
1750000.0,1677942.0,0.2,0.0202,0.84,2,11,14.0,460.0,104.0,0.0,1930.0,3,6.0,4.0,0.0,6.0,1,1,11105.0,165,40.781067,-73.91541,1713971.0
1820000.0,1787644.0,0.76,0.0861,0.88,1,11,10.0,267.0,18.0,1399.0,1923.0,3,2.0,2.0,0.0,3.0,0,0,10025.0,110,40.79589,-73.971535,1803822.0
1820000.0,1770529.0,0.16,0.0021,0.88,2,11,3.0,78.0,82.0,1355.0,1986.0,3,2.0,2.0,0.0,6.0,1,1,10128.0,147,40.783604,-73.949875,1795264.5
1750000.0,1669230.0,0.65,0.2213,0.65,2,11,30.0,1016.0,53.0,0.0,1930.0,1,8.0,5.0,4.0,7.0,0,0,11228.0,85,40.624382,-74.014755,1709615.0
1800000.0,1759955.0,0.7,0.2014,0.0,1,11,9.0,180.0,23.0,3674.0,1975.0,3,1.0,2.0,0.0,7.0,0,0,10022.0,117,40.758877,-73.9618,1779977.5
1825000.0,1766599.0,0.05,-0.0114,0.88,0,11,7.0,123.0,155.0,1233.0,1982.0,2,2.0,2.0,0.0,5.0,0,0,10019.0,38,40.768185,-73.98452,1795799.5
1699000.0,1590553.0,0.75,0.0,0.84,4,11,8.0,352.0,3.0,0.0,1925.0,1,4.0,3.0,0.0,8.0,0,0,11375.0,16,40.72436,-73.84159,1644776.5
1695000.0,1658678.0,0.37,0.2197,0.0,2,11,4.0,91.0,169.0,3306.0,1904.0,3,2.0,2.0,0.0,5.0,1,0,10023.0,163,40.78047,-73.98644,1676839.0
1695000.0,1642577.0,0.13,0.1971,0.0,4,11,17.0,215.0,242.0,9551.0,1968.0,1,3.0,3.0,0.0,7.0,0,0,10022.0,32,40.759277,-73.96466,1668788.5
1695000.0,1629500.0,0.13,0.0728,0.0,0,11,3.0,34.0,227.0,4167.0,1928.0,2,1.0,1.0,0.0,7.0,0,0,10075.0,2,40.774776,-73.961975,1662250.0
1695000.0,1640759.0,0.21,0.0096,0.0,4,11,5.0,177.0,206.0,3024.0,1983.0,1,2.0,2.0,0.0,7.0,0,0,10028.0,9,40.776443,-73.95808,1667879.5
1695000.0,1628529.0,0.29,0.0218,0.88,2,11,6.0,133.0,118.0,1000.0,2010.0,3,2.0,1.0,0.0,4.0,1,1,10002.0,86,40.72,-73.9917,1661764.5
1695000.0,1655581.0,0.72,0.2083,0.88,2,11,21.0,243.0,33.0,1507.0,2007.0,3,2.0,2.0,0.0,7.0,1,1,10010.0,87,40.736958,-73.97945,1675290.5
1699000.0,1563933.0,0.02,0.2807,0.95,1,11,11.0,100.0,279.0,0.0,1920.0,3,8.0,4.0,0.0,4.0,0,0,10457.0,113,40.84011,-73.909325,1631466.5
1695000.0,1651173.0,0.13,0.004,0.0,2,11,9.0,206.0,60.0,4438.0,1960.0,4,4.0,3.0,0.0,7.0,0,0,10022.0,157,40.757965,-73.9606,1673086.5
1698888.0,1557314.0,0.62,2.6995,0.84,4,11,0.0,120.0,45.0,0.0,1920.0,1,2.0,2.0,0.0,6.0,0,0,11365.0,38,40.738014,-73.80597,1628101.0
1695000.0,1649999.0,0.34,0.0,0.88,2,11,6.0,139.0,55.0,1233.0,1982.0,3,2.0,2.0,0.0,5.0,0,0,10019.0,133,40.768185,-73.98452,1672499.5
1695000.0,1635376.0,0.07,-0.0317,0.88,2,11,3.0,104.0,303.0,1232.0,2016.0,3,1.0,2.0,0.0,6.0,0,0,10016.0,134,40.747406,-73.983635,1665188.0
1695000.0,1681256.0,0.09,-0.0214,0.65,0,11,11.0,281.0,79.0,935.0,2022.0,2,2.0,2.0,0.0,5.0,0,0,11222.0,2,40.727787,-73.95362,1688128.0
1695000.0,1695003.0,0.83,0.0522,0.0,3,11,68.0,638.0,5.0,1295.0,1900.0,4,2.0,2.0,0.0,6.0,1,0,11201.0,50,40.68598,-73.99382,1695001.5
1695000.0,1648061.0,0.75,0.0098,0.88,2,11,14.0,376.0,30.0,946.0,2016.0,3,1.0,2.0,0.0,5.0,0,0,10011.0,136,40.740814,-73.996735,1671530.5
1695000.0,1607100.0,0.89,0.2092,0.0,2,11,10.0,179.0,4.0,2874.0,1915.0,3,2.0,2.0,0.0,5.0,1,1,10024.0,171,40.790573,-73.97414,1651050.0
1695000.0,1632700.0,0.16,-0.0279,0.0,2,11,2.0,85.0,193.0,3024.0,1931.0,3,2.0,2.0,0.0,6.0,1,1,10024.0,140,40.7877,-73.9757,1663850.0
1699000.0,1632020.0,0.65,0.0,0.84,1,11,17.0,843.0,41.0,0.0,1970.0,4,6.0,6.0,0.0,6.0,1,0,11377.0,100,40.744717,-73.8972,1665510.0
1695000.0,1653300.0,0.78,0.0878,0.0,2,11,31.0,431.0,27.0,3440.0,1926.0,3,2.0,2.0,0.0,7.0,1,1,10028.0,145,40.778667,-73.95711,1674150.0
1695000.0,1637312.0,0.15,0.0,0.88,4,11,4.0,213.0,162.0,1540.0,1988.0,1,1.0,2.0,0.0,6.0,0,0,10023.0,5,40.771526,-73.98595,1666156.0
1700000.0,1597000.0,0.04,0.2721,0.84,2,11,8.0,201.0,79.0,0.0,2022.0,3,10.0,5.0,0.0,4.0,0,0,11413.0,150,40.6733,-73.75239,1648500.0
1695000.0,1671458.0,0.91,0.1221,0.88,1,11,14.0,311.0,2.0,674.0,1903.0,3,2.0,1.0,0.0,7.0,1,0,10003.0,104,40.73474,-73.983665,1683229.0
1699000.0,1586320.0,0.62,-0.0686,0.84,1,11,1.0,194.0,47.0,0.0,1931.0,3,2.0,4.0,0.0,4.0,0,0,11416.0,122,40.683826,-73.85605,1642660.0
1695000.0,1641235.0,0.17,0.0341,0.88,0,11,2.0,39.0,132.0,1045.0,2015.0,2,1.0,2.0,0.0,6.0,0,0,10069.0,17,40.773994,-73.99128,1668117.5
1695000.0,1686514.0,0.63,0.0201,0.65,1,11,26.0,375.0,178.0,1906.0,1927.0,3,2.0,2.0,0.0,6.0,0,0,11243.0,122,40.685238,-73.977715,1690757.0
1699000.0,1654300.0,0.05,0.0,0.65,1,11,1.0,46.0,107.0,0.0,1928.0,3,4.0,3.0,0.0,6.0,1,0,11203.0,111,40.651207,-73.94638,1676650.0
1695000.0,1651900.0,0.71,0.1168,0.0,4,11,9.0,164.0,11.0,2913.0,1901.0,1,2.0,2.0,0.0,3.0,0,0,10025.0,0,40.79301,-73.976456,1673450.0
1720000.0,1652549.0,0.26,-0.0017,0.88,4,11,7.0,94.0,115.0,1072.0,2010.0,1,2.0,1.0,0.0,4.0,0,0,10002.0,16,40.72,-73.9917,1686274.5
1695000.0,1682536.0,0.22,0.0796,0.65,2,11,8.0,155.0,59.0,1540.0,1910.0,3,1.0,2.0,0.0,4.0,1,0,11201.0,87,40.70303,-73.99077,1688768.0
1699000.0,1573600.0,0.68,0.9316,0.84,1,11,8.0,825.0,38.0,0.0,1935.0,3,3.0,3.0,0.0,7.0,0,0,11355.0,99,40.745804,-73.822495,1636300.0
1695000.0,1636338.0,0.24,0.0157,0.88,1,11,6.0,140.0,184.0,1209.0,2015.0,4,1.0,1.0,0.0,5.0,1,0,10011.0,124,40.7396,-74.00144,1665669.0
1699000.0,1579600.0,0.09,1.6079,0.84,1,11,15.0,467.0,58.0,0.0,1989.0,1,8.0,5.0,6.0,7.0,0,0,11355.0,92,40.74545,-73.814255,1639300.0
1698000.0,1579929.0,0.07,0.0,0.84,1,11,27.0,1133.0,108.0,0.0,1930.0,1,5.0,3.0,0.0,6.0,0,0,11363.0,105,40.7735,-73.74995,1638964.5
1748000.0,1663927.0,0.38,-0.014,0.65,4,11,16.0,688.0,54.0,0.0,1924.0,4,7.0,5.0,0.0,7.0,0,0,11204.0,28,40.612347,-73.987755,1705963.5
1699000.0,1635287.0,0.41,0.143,0.88,4,11,16.0,374.0,63.0,1180.0,1900.0,1,3.0,3.0,0.0,4.0,0,0,10026.0,24,40.804638,-73.95656,1667143.5
1695000.0,1661100.0,0.83,0.14,0.0,2,11,26.0,248.0,24.0,2324.0,1926.0,3,2.0,2.0,0.0,6.0,1,1,10004.0,140,40.705,-74.00962,1678050.0
1699000.0,1599059.0,0.35,0.1222,0.65,1,11,29.0,580.0,150.0,0.0,2000.0,3,4.0,3.0,5.0,5.0,1,0,11234.0,110,40.614582,-73.90831,1649029.5
1689000.0,1565748.0,0.09,0.0,0.84,4,11,7.0,720.0,79.0,0.0,1925.0,1,5.0,3.0,0.0,6.0,1,0,11358.0,4,40.76413,-73.80093,1627374.0
1680000.0,1556708.0,0.07,-0.0048,0.84,0,11,11.0,447.0,95.0,0.0,1940.0,2,3.0,5.0,0.0,8.0,0,0,11423.0,38,40.72807,-73.7769,1618354.0
1725000.0,1657352.0,0.27,-0.0424,0.88,2,11,13.0,161.0,326.0,807.0,2020.0,3,2.0,2.0,0.0,4.0,0,0,10009.0,87,40.728664,-73.97973,1691176.0
1695000.0,1674700.0,0.44,0.0351,0.88,1,11,4.0,187.0,56.0,906.0,1903.0,3,2.0,1.0,0.0,7.0,1,0,10003.0,104,40.73474,-73.983665,1684850.0
1695000.0,1651854.0,0.9,0.0855,0.88,3,11,20.0,622.0,23.0,1865.0,2005.0,4,1.0,1.0,0.0,7.0,1,1,10012.0,44,40.721737,-73.9981,1673427.0
1699000.0,1637304.0,0.11,0.0934,0.88,1,11,1.0,65.0,358.0,1197.0,1998.0,4,2.0,2.0,0.0,7.0,1,0,10028.0,113,40.774273,-73.95173,1668152.0
1699000.0,1519430.0,0.2,-0.0255,0.65,4,11,7.0,550.0,272.0,0.0,1960.0,1,6.0,4.0,0.0,5.0,1,0,11235.0,19,40.574715,-73.95314,1609215.0
1699000.0,1656525.0,0.43,0.0792,0.0,1,11,58.0,696.0,205.0,2264.0,1905.0,1,2.0,2.0,0.0,5.0,0,0,10001.0,92,40.74439,-73.99197,1677762.5
